image_path,label,species,split,is_augmented
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_148.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_149.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_153.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_161.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_171.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_180.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_182.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_185.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_20.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_202.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_208.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_210.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_212.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_213.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_215.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_217.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_22.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_225.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_234.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_235.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_239.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_240.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_246.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_249.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_43.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_45.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_49.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_58.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_6.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_61.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_62.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_65.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_69.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_7.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_90.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_92.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_10.jpeg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_13.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_134.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_15.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_158.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_161.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_169.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_172.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_176.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_178.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_209.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_211.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_219.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_22.jpeg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_221.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_228.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_23.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_248.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_26.jpeg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_275.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_276.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_288.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_305.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_31.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_316.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_33.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_35.png,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_36.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_362.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_364.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_37.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_376.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_406.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_48.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_50.jpeg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_59.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_6.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_61.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_67.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_72.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_75.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_76.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_79.jpeg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_94.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial gill disease_Bacterial gill disease_98.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_1.jpeg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_12.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_124.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_129.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_130.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_15.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_155.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_16.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_164.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_165.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_180.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_186.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_191.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_20.jpeg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_203.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_210.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_212.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_221.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_224.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_39.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_41.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_65.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_67.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_73.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_74.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_79.jpeg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_81.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\Bacterial Red disease_Bacterial Red disease_9.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_133.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_139.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_141.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_142.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_145.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_15.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_151.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_154.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_156.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_157.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_159.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_16.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_162.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_168.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_173.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_176.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_178.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_187.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_19.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_190.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_224.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_226.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_231.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_233.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_251.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_263.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_27.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_273.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_282.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_283.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_289.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_291.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_293.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_30.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_306.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_307.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_315.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_316.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_320.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_330.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_337.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_338.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_340.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_349.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_352.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_39.jpg,test_split,fish,train,False
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\test_split\EUS_EUS_4.jpg,test_split,fish,train,False
