filepath,filename,file_ext,species,raw_label,dataset_origin,is_readable,detected_format,format_mismatch,md5_hash,dhash,is_exact_dup,is_near_dup,clean_label
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_113_BG-70-img-1.jpg,aug_113_BG-70-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,23fd297e08e9bf84f8e487472b1a7583,48807cfcc8005800,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_114_BG-8-img-2.jpg,aug_114_BG-8-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,727d103dcd08018102bd32a954418f9e,20e032b0e4600040,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_115_BG-27-img-2.jpg,aug_115_BG-27-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,2a809e45c7e2c53410bac5c1cedaf655,648079e4ee426e60,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_116_BG-48-img-3.jpg,aug_116_BG-48-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,ed58a52bc9206674e5f547c684276c3b,02840ba6f4780040,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_117_BG-2-img-3.jpg,aug_117_BG-2-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,cd64216ff22e1d7a7512069187ae8bf3,d0809099c8f06004,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_118_BG-26-img-1.jpg,aug_118_BG-26-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,248ce44a6902ba357bb75c9130e32533,840d8ededc6474b9,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_119_BG-21-img-3.jpg,aug_119_BG-21-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,0b401fc278a3e50d5e5f55d72a330271,80cbc3e3729c2c11,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_11_BG-64-img-2.jpg,aug_11_BG-64-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,d835c4cb030cd1e7bfbde5901300bc41,00c401c8ec2b9029,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_120_BG-1-img-2.jpg,aug_120_BG-1-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,11c6f4b0e82ca4d553c7b12804c26fca,0430706464e4a400,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_121_BG-49-img-3.jpg,aug_121_BG-49-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,a6780a2098870c053c61bf2d9b73c3a9,0a902fec98006800,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_122_BG-47-img-3.jpg,aug_122_BG-47-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,726196cda001d9003c5d5ed26e10d370,004204b4c0408c40,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_123_BG-35-img-2.jpg,aug_123_BG-35-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,ab4e1bf407aee89700f758cb7d8fcec7,3801be6cc792a840,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_124_BG-63-img-2.jpg,aug_124_BG-63-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,cc3fc6554f2f4b03cdac8337e242cff9,6864b2b0597d2d2d,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_125_BG-56-img-3.jpg,aug_125_BG-56-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,4488c894eef1117a652be18c76d44111,b100c1b838009800,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_126_BG-40-img-3.jpg,aug_126_BG-40-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,2afb542dc7eba283ec82d6ff7651bc39,811481c278096208,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_127_BG-71-img-3.jpg,aug_127_BG-71-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,e7d9a0405972a33393a6881b23f503c2,0670877cf8910440,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_128_BG-51-img-3.jpg,aug_128_BG-51-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,de605bd361c076cae283dc9683c32a7b,00208940737a7201,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_129_BG-53-img-1.jpg,aug_129_BG-53-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,12f902121eaabe5f3a21a366c25a5e40,64f2f2b279795a72,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_12_BG-52-img-2.jpg,aug_12_BG-52-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,4cb1645c34e3c01ed46044f04e0caff9,00418060ca0d158c,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_130_BG-38-img-2.jpg,aug_130_BG-38-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,1dece4ab2549f4aa895423720ddb7b72,4eb870c2c4820040,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_131_BG-50-img-1.jpg,aug_131_BG-50-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,0293c39b9eee7c6e9b3b3b172c702e1d,18c118f0e2001200,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_132_BG-6-img-3.jpg,aug_132_BG-6-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,575cbe6c1a28f37512cf83aba964e178,6400f9d9997c9408,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_133_BG-7-img-2.jpg,aug_133_BG-7-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,287f4a3633cb7b432556c997fea413ac,0028087862002000,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_134_BG-8-img-1.jpg,aug_134_BG-8-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,09a36c7a3e3a7a236776689916ab9d68,001a7a781979f200,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_135_BG-69-img-2.jpg,aug_135_BG-69-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,de9c9bdfca0d3639cfcdc4560220ff42,60877ecca02250a0,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_136_BG-44-img-2.jpg,aug_136_BG-44-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,0404ecd758b9c212199f8b1147a95162,40ba72c08c006000,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_137_BG-16-img-1.jpg,aug_137_BG-16-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,c611289964bb3f1be3a327ead400e126,e060646464a4b410,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_138_BG-1-img-3.jpg,aug_138_BG-1-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,f619ed797fa7fc4394028dd9afd42329,009a9cd871720408,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_139_BG-10-img-2.jpg,aug_139_BG-10-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,c672600d9e2c77a4bfd317e46f13f077,2090c8c0e232b2b4,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_13_BG-55-img-3.jpg,aug_13_BG-55-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,e17487ac9ff077d9141067bb0138355f,0308270efc31f204,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_140_BG-66-img-3.jpg,aug_140_BG-66-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,5979ee99e3b2909388e4a4be5f60e5d0,208420e09e024002,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_141_BG-63-img-1.jpg,aug_141_BG-63-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,3165442dfcfc5c7bf85d27e1129fc8cf,a4b0b2582c1c0c0c,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_142_BG-38-img-3.jpg,aug_142_BG-38-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,968835fa4a1d5a59bc883ea09186ef79,1b461c70c2c09020,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_143_BG-25-img-1.jpg,aug_143_BG-25-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,266a50eb8684c1db3a723c86cb95f0bb,2802b1f06e676a06,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_144_BG-49-img-2.jpg,aug_144_BG-49-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,ea608622027b1464f8dd3f3f9e696aed,4001fce621082100,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_145_BG-59-img-1.jpg,aug_145_BG-59-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,9889e31a3e6599544369f137f2e04f00,001c649df9e2c498,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_146_BG-67-img-3.jpg,aug_146_BG-67-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,4d262053b1d24dd9e13e9e76e46aac4f,0000c002c1e8c682,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_147_BG-28-img-2.jpg,aug_147_BG-28-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,d23fea425a2b926222ad0ddf3ab8ae1c,4c204c4868f20420,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_148_BG-34-img-3.jpg,aug_148_BG-34-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,853c6c33763a0944672ae98e2326172e,10661c79e24c1040,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_149_BG-33-img-1.jpg,aug_149_BG-33-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,2f19f759840813b17ba2d83439bfc4ac,2008b2ec6872f204,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_14_BG-72-img-2.jpg,aug_14_BG-72-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,228f235e225d7a323bd15b42705d2da9,baba5959592d2919,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_150_BG-9-img-1.jpg,aug_150_BG-9-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,f6ac94eaadb8189ea57f77bb3b5f45a3,5000f8f1d9899880,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_151_BG-73-img-1.jpg,aug_151_BG-73-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,3e66d30bab0890a0e4f1762b82bb1f0e,00c001c8e0230162,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_152_BG-35-img-1.jpg,aug_152_BG-35-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,80fd730740629b9ad93c82a2901af25a,00c002e8c88a0022,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_153_BG-37-img-1.jpg,aug_153_BG-37-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,a573bd7070947b21c2ff840ebe4b2a7b,a208f8f6405a0000,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_154_BG-30-img-3.jpg,aug_154_BG-30-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,1ddeb3dbad4719df1041f661a22f75a1,0408e98dcdf918c4,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_155_BG-11-img-2.jpg,aug_155_BG-11-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,4ec58acdbbd54d27e6e59a4bdd935d3e,80c0c0646072f810,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_156_BG-54-img-1.jpg,aug_156_BG-54-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,88daf345d96ecaad8db5237e70f87fe8,1c421ef8c0812840,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_157_BG-15-img-2.jpg,aug_157_BG-15-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,1d35e97eb310169b07340fba6a2a8678,008c056ce4368030,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_158_BG-21-img-1.jpg,aug_158_BG-21-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,f8f08b597004d743653ef7aaaaee9177,2492316cc6030b80,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_159_BG-36-img-1.jpg,aug_159_BG-36-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,1089324a110e7ea99ae9c258abb7bffa,80348dc860816000,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_15_BG-2-img-1.jpg,aug_15_BG-2-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,11ad827452bb7ac453d8aa1c70487434,b2b99edcf862a448,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_160_BG-13-img-2.jpg,aug_160_BG-13-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,00f21fad29bcb70126f893a02874ab0b,200c21a6b8582218,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_161_BG-41-img-1.jpg,aug_161_BG-41-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,7741553136acdc01a5a2a1f9ecd30ed3,18831eb8e1640860,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_162_BG-44-img-1.jpg,aug_162_BG-44-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,a17e538720abd4fc726bc53781618811,004240c2f0780278,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_163_BG-1-img-1.jpg,aug_163_BG-1-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,e97ea6a3934296d4a6e02e9677aa9926,6848d8c8e0f03940,False,True,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_164_BG-10-img-3.jpg,aug_164_BG-10-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,86cf34a2d3dc03d83771bad601f8a60a,200c6060ccc49084,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_165_BG-49-img-1.jpg,aug_165_BG-49-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,6c4262d935a1106d40bc68b564baf588,208421cc9c008800,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_166_BG-61-img-1.jpg,aug_166_BG-61-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,d5484c55cb85c24021726409c9f25a29,008600d861405820,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_167_BG-12-img-3.jpg,aug_167_BG-12-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,b3bcef201346f50960cf6a413505abb6,300439706669a4a0,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_168_BG-12-img-2.jpg,aug_168_BG-12-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,9da3edcbbacf41097fe89d30e4d2d86c,200838706068b410,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_169_BG-74-img-2.jpg,aug_169_BG-74-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,45e27d72416eb864524b0cd8ba81aebe,78785959795978b2,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_16_BG-19-img-2.jpg,aug_16_BG-19-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,127664543b068cf91b6e4443afbbb903,001800dc30e0c408,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_170_BG-40-img-1.jpg,aug_170_BG-40-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,dcc1428ea4bef91b8cce2223fedac4d5,8c20e08e2f1c2104,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_171_BG-75-img-2.jpg,aug_171_BG-75-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,e489e8996782ba85932445e926c0cb2d,64f25079bab2521a,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_172_BG-28-img-1.jpg,aug_172_BG-28-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,a0b408bc0e5cc068347bc8e407e23088,045218c9d9328030,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_173_BG-52-img-1.jpg,aug_173_BG-52-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,693eee06800a43f891cfb3a7c49d77a4,0bc04bce78f10480,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_174_BG-62-img-3.jpg,aug_174_BG-62-img-3.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,dcce9010a0d8052d0044131a611acf74,4314c3e4f803e000,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_175_BG-69-img-1.jpg,aug_175_BG-69-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,2ab8ff598ba0f3f4fbea9d91a61f7914,8802e9c8cb098609,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_176_BG-68-img-1.jpg,aug_176_BG-68-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,f5ccb301f11cc5a734512099fa76325e,0c300e3860c21020,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_177_BG-4-img-2.jpg,aug_177_BG-4-img-2.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,b25a474557bf86683d55b9b0c89454ef,00648278e4c7c996,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_178_BG-22-img-1.jpg,aug_178_BG-22-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,763b354ba5e146bb563c803debea986a,2bcbc6c4f8719244,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_179_BG-66-img-1.jpg,aug_179_BG-66-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,f22c06f3482bdcdca8e43825ba3af05e,00400260d19ea014,False,False,BG
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_17_BG-29-img-1.jpg,aug_17_BG-29-img-1.jpg,.jpg,shrimp,BG,ShrimpDiseaseBD,True,JPEG,False,78f61404c985099ec1f5c701e7c40901,00640079ed8d3940,False,False,BG
