filepath,relative_path,species,class_name,file_ext,file_size_kb,width,height,aspect_ratio,color_mode
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_109_BG-46-img-2.jpg,Augmented_shrimp\BG\aug_109_BG-46-img-2.jpg,shrimp,BG,.jpg,12.41796875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_10_BG-43-img-3.jpg,Augmented_shrimp\BG\aug_10_BG-43-img-3.jpg,shrimp,BG,.jpg,11.091796875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_110_BG-13-img-1.jpg,Augmented_shrimp\BG\aug_110_BG-13-img-1.jpg,shrimp,BG,.jpg,7.2109375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_111_BG-55-img-2.jpg,Augmented_shrimp\BG\aug_111_BG-55-img-2.jpg,shrimp,BG,.jpg,9.751953125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_112_BG-4-img-3.jpg,Augmented_shrimp\BG\aug_112_BG-4-img-3.jpg,shrimp,BG,.jpg,12.5166015625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_113_BG-70-img-1.jpg,Augmented_shrimp\BG\aug_113_BG-70-img-1.jpg,shrimp,BG,.jpg,10.296875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_114_BG-8-img-2.jpg,Augmented_shrimp\BG\aug_114_BG-8-img-2.jpg,shrimp,BG,.jpg,8.552734375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_115_BG-27-img-2.jpg,Augmented_shrimp\BG\aug_115_BG-27-img-2.jpg,shrimp,BG,.jpg,11.0927734375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_116_BG-48-img-3.jpg,Augmented_shrimp\BG\aug_116_BG-48-img-3.jpg,shrimp,BG,.jpg,10.5478515625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_117_BG-2-img-3.jpg,Augmented_shrimp\BG\aug_117_BG-2-img-3.jpg,shrimp,BG,.jpg,15.1474609375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_118_BG-26-img-1.jpg,Augmented_shrimp\BG\aug_118_BG-26-img-1.jpg,shrimp,BG,.jpg,14.552734375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_119_BG-21-img-3.jpg,Augmented_shrimp\BG\aug_119_BG-21-img-3.jpg,shrimp,BG,.jpg,14.6787109375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_11_BG-64-img-2.jpg,Augmented_shrimp\BG\aug_11_BG-64-img-2.jpg,shrimp,BG,.jpg,9.6416015625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_120_BG-1-img-2.jpg,Augmented_shrimp\BG\aug_120_BG-1-img-2.jpg,shrimp,BG,.jpg,10.123046875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_121_BG-49-img-3.jpg,Augmented_shrimp\BG\aug_121_BG-49-img-3.jpg,shrimp,BG,.jpg,9.1689453125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_122_BG-47-img-3.jpg,Augmented_shrimp\BG\aug_122_BG-47-img-3.jpg,shrimp,BG,.jpg,10.119140625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_123_BG-35-img-2.jpg,Augmented_shrimp\BG\aug_123_BG-35-img-2.jpg,shrimp,BG,.jpg,10.8779296875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_124_BG-63-img-2.jpg,Augmented_shrimp\BG\aug_124_BG-63-img-2.jpg,shrimp,BG,.jpg,9.08203125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_125_BG-56-img-3.jpg,Augmented_shrimp\BG\aug_125_BG-56-img-3.jpg,shrimp,BG,.jpg,11.0517578125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_126_BG-40-img-3.jpg,Augmented_shrimp\BG\aug_126_BG-40-img-3.jpg,shrimp,BG,.jpg,10.775390625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_127_BG-71-img-3.jpg,Augmented_shrimp\BG\aug_127_BG-71-img-3.jpg,shrimp,BG,.jpg,9.2646484375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_128_BG-51-img-3.jpg,Augmented_shrimp\BG\aug_128_BG-51-img-3.jpg,shrimp,BG,.jpg,10.7373046875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_129_BG-53-img-1.jpg,Augmented_shrimp\BG\aug_129_BG-53-img-1.jpg,shrimp,BG,.jpg,10.5205078125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_12_BG-52-img-2.jpg,Augmented_shrimp\BG\aug_12_BG-52-img-2.jpg,shrimp,BG,.jpg,11.62109375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_130_BG-38-img-2.jpg,Augmented_shrimp\BG\aug_130_BG-38-img-2.jpg,shrimp,BG,.jpg,13.8154296875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_131_BG-50-img-1.jpg,Augmented_shrimp\BG\aug_131_BG-50-img-1.jpg,shrimp,BG,.jpg,8.7666015625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_132_BG-6-img-3.jpg,Augmented_shrimp\BG\aug_132_BG-6-img-3.jpg,shrimp,BG,.jpg,9.751953125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_133_BG-7-img-2.jpg,Augmented_shrimp\BG\aug_133_BG-7-img-2.jpg,shrimp,BG,.jpg,6.208984375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_134_BG-8-img-1.jpg,Augmented_shrimp\BG\aug_134_BG-8-img-1.jpg,shrimp,BG,.jpg,8.017578125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_135_BG-69-img-2.jpg,Augmented_shrimp\BG\aug_135_BG-69-img-2.jpg,shrimp,BG,.jpg,11.1552734375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_136_BG-44-img-2.jpg,Augmented_shrimp\BG\aug_136_BG-44-img-2.jpg,shrimp,BG,.jpg,12.2763671875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_137_BG-16-img-1.jpg,Augmented_shrimp\BG\aug_137_BG-16-img-1.jpg,shrimp,BG,.jpg,9.798828125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_138_BG-1-img-3.jpg,Augmented_shrimp\BG\aug_138_BG-1-img-3.jpg,shrimp,BG,.jpg,15.9853515625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_139_BG-10-img-2.jpg,Augmented_shrimp\BG\aug_139_BG-10-img-2.jpg,shrimp,BG,.jpg,12.6328125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_13_BG-55-img-3.jpg,Augmented_shrimp\BG\aug_13_BG-55-img-3.jpg,shrimp,BG,.jpg,10.4599609375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_140_BG-66-img-3.jpg,Augmented_shrimp\BG\aug_140_BG-66-img-3.jpg,shrimp,BG,.jpg,9.953125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_141_BG-63-img-1.jpg,Augmented_shrimp\BG\aug_141_BG-63-img-1.jpg,shrimp,BG,.jpg,8.7724609375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_142_BG-38-img-3.jpg,Augmented_shrimp\BG\aug_142_BG-38-img-3.jpg,shrimp,BG,.jpg,10.794921875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_143_BG-25-img-1.jpg,Augmented_shrimp\BG\aug_143_BG-25-img-1.jpg,shrimp,BG,.jpg,13.8017578125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_144_BG-49-img-2.jpg,Augmented_shrimp\BG\aug_144_BG-49-img-2.jpg,shrimp,BG,.jpg,9.162109375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_145_BG-59-img-1.jpg,Augmented_shrimp\BG\aug_145_BG-59-img-1.jpg,shrimp,BG,.jpg,10.6923828125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_146_BG-67-img-3.jpg,Augmented_shrimp\BG\aug_146_BG-67-img-3.jpg,shrimp,BG,.jpg,10.9462890625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_147_BG-28-img-2.jpg,Augmented_shrimp\BG\aug_147_BG-28-img-2.jpg,shrimp,BG,.jpg,8.01171875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_148_BG-34-img-3.jpg,Augmented_shrimp\BG\aug_148_BG-34-img-3.jpg,shrimp,BG,.jpg,8.1787109375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_149_BG-33-img-1.jpg,Augmented_shrimp\BG\aug_149_BG-33-img-1.jpg,shrimp,BG,.jpg,10.09765625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_14_BG-72-img-2.jpg,Augmented_shrimp\BG\aug_14_BG-72-img-2.jpg,shrimp,BG,.jpg,8.8896484375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_150_BG-9-img-1.jpg,Augmented_shrimp\BG\aug_150_BG-9-img-1.jpg,shrimp,BG,.jpg,9.8916015625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_151_BG-73-img-1.jpg,Augmented_shrimp\BG\aug_151_BG-73-img-1.jpg,shrimp,BG,.jpg,8.849609375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_152_BG-35-img-1.jpg,Augmented_shrimp\BG\aug_152_BG-35-img-1.jpg,shrimp,BG,.jpg,9.4736328125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_153_BG-37-img-1.jpg,Augmented_shrimp\BG\aug_153_BG-37-img-1.jpg,shrimp,BG,.jpg,10.1552734375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_154_BG-30-img-3.jpg,Augmented_shrimp\BG\aug_154_BG-30-img-3.jpg,shrimp,BG,.jpg,10.615234375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_155_BG-11-img-2.jpg,Augmented_shrimp\BG\aug_155_BG-11-img-2.jpg,shrimp,BG,.jpg,12.9443359375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_156_BG-54-img-1.jpg,Augmented_shrimp\BG\aug_156_BG-54-img-1.jpg,shrimp,BG,.jpg,9.609375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_157_BG-15-img-2.jpg,Augmented_shrimp\BG\aug_157_BG-15-img-2.jpg,shrimp,BG,.jpg,10.9931640625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_158_BG-21-img-1.jpg,Augmented_shrimp\BG\aug_158_BG-21-img-1.jpg,shrimp,BG,.jpg,17.6865234375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_159_BG-36-img-1.jpg,Augmented_shrimp\BG\aug_159_BG-36-img-1.jpg,shrimp,BG,.jpg,8.6298828125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_15_BG-2-img-1.jpg,Augmented_shrimp\BG\aug_15_BG-2-img-1.jpg,shrimp,BG,.jpg,19.9775390625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_160_BG-13-img-2.jpg,Augmented_shrimp\BG\aug_160_BG-13-img-2.jpg,shrimp,BG,.jpg,7.763671875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_161_BG-41-img-1.jpg,Augmented_shrimp\BG\aug_161_BG-41-img-1.jpg,shrimp,BG,.jpg,9.50390625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_162_BG-44-img-1.jpg,Augmented_shrimp\BG\aug_162_BG-44-img-1.jpg,shrimp,BG,.jpg,11.556640625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_163_BG-1-img-1.jpg,Augmented_shrimp\BG\aug_163_BG-1-img-1.jpg,shrimp,BG,.jpg,11.1201171875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_164_BG-10-img-3.jpg,Augmented_shrimp\BG\aug_164_BG-10-img-3.jpg,shrimp,BG,.jpg,12.7333984375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_165_BG-49-img-1.jpg,Augmented_shrimp\BG\aug_165_BG-49-img-1.jpg,shrimp,BG,.jpg,8.255859375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_166_BG-61-img-1.jpg,Augmented_shrimp\BG\aug_166_BG-61-img-1.jpg,shrimp,BG,.jpg,8.642578125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_167_BG-12-img-3.jpg,Augmented_shrimp\BG\aug_167_BG-12-img-3.jpg,shrimp,BG,.jpg,9.232421875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_168_BG-12-img-2.jpg,Augmented_shrimp\BG\aug_168_BG-12-img-2.jpg,shrimp,BG,.jpg,10.279296875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_169_BG-74-img-2.jpg,Augmented_shrimp\BG\aug_169_BG-74-img-2.jpg,shrimp,BG,.jpg,11.41796875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_16_BG-19-img-2.jpg,Augmented_shrimp\BG\aug_16_BG-19-img-2.jpg,shrimp,BG,.jpg,9.357421875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_170_BG-40-img-1.jpg,Augmented_shrimp\BG\aug_170_BG-40-img-1.jpg,shrimp,BG,.jpg,12.7607421875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_171_BG-75-img-2.jpg,Augmented_shrimp\BG\aug_171_BG-75-img-2.jpg,shrimp,BG,.jpg,9.3505859375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_172_BG-28-img-1.jpg,Augmented_shrimp\BG\aug_172_BG-28-img-1.jpg,shrimp,BG,.jpg,8.474609375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_173_BG-52-img-1.jpg,Augmented_shrimp\BG\aug_173_BG-52-img-1.jpg,shrimp,BG,.jpg,11.2138671875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_174_BG-62-img-3.jpg,Augmented_shrimp\BG\aug_174_BG-62-img-3.jpg,shrimp,BG,.jpg,11.541015625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_175_BG-69-img-1.jpg,Augmented_shrimp\BG\aug_175_BG-69-img-1.jpg,shrimp,BG,.jpg,10.79296875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_176_BG-68-img-1.jpg,Augmented_shrimp\BG\aug_176_BG-68-img-1.jpg,shrimp,BG,.jpg,9.0244140625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_177_BG-4-img-2.jpg,Augmented_shrimp\BG\aug_177_BG-4-img-2.jpg,shrimp,BG,.jpg,11.1689453125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_178_BG-22-img-1.jpg,Augmented_shrimp\BG\aug_178_BG-22-img-1.jpg,shrimp,BG,.jpg,18.04296875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_179_BG-66-img-1.jpg,Augmented_shrimp\BG\aug_179_BG-66-img-1.jpg,shrimp,BG,.jpg,9.1181640625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_17_BG-29-img-1.jpg,Augmented_shrimp\BG\aug_17_BG-29-img-1.jpg,shrimp,BG,.jpg,8.2451171875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_180_BG-5-img-1.jpg,Augmented_shrimp\BG\aug_180_BG-5-img-1.jpg,shrimp,BG,.jpg,10.6376953125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_181_BG-6-img-2.jpg,Augmented_shrimp\BG\aug_181_BG-6-img-2.jpg,shrimp,BG,.jpg,8.17578125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_182_BG-45-img-3.jpg,Augmented_shrimp\BG\aug_182_BG-45-img-3.jpg,shrimp,BG,.jpg,11.21875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_183_BG-32-img-2.jpg,Augmented_shrimp\BG\aug_183_BG-32-img-2.jpg,shrimp,BG,.jpg,10.763671875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_184_BG-53-img-3.jpg,Augmented_shrimp\BG\aug_184_BG-53-img-3.jpg,shrimp,BG,.jpg,12.841796875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_185_BG-42-img-3.jpg,Augmented_shrimp\BG\aug_185_BG-42-img-3.jpg,shrimp,BG,.jpg,11.302734375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_186_BG-34-img-1.jpg,Augmented_shrimp\BG\aug_186_BG-34-img-1.jpg,shrimp,BG,.jpg,7.8759765625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_187_BG-43-img-1.jpg,Augmented_shrimp\BG\aug_187_BG-43-img-1.jpg,shrimp,BG,.jpg,9.8349609375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_188_BG-35-img-3.jpg,Augmented_shrimp\BG\aug_188_BG-35-img-3.jpg,shrimp,BG,.jpg,10.302734375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_189_BG-29-img-2.jpg,Augmented_shrimp\BG\aug_189_BG-29-img-2.jpg,shrimp,BG,.jpg,6.8671875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_18_BG-36-img-3.jpg,Augmented_shrimp\BG\aug_18_BG-36-img-3.jpg,shrimp,BG,.jpg,8.6767578125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_190_BG-18-img-1.jpg,Augmented_shrimp\BG\aug_190_BG-18-img-1.jpg,shrimp,BG,.jpg,7.98828125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_191_BG-58-img-3.jpg,Augmented_shrimp\BG\aug_191_BG-58-img-3.jpg,shrimp,BG,.jpg,10.185546875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_192_BG-38-img-1.jpg,Augmented_shrimp\BG\aug_192_BG-38-img-1.jpg,shrimp,BG,.jpg,10.5732421875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_193_BG-75-img-1.jpg,Augmented_shrimp\BG\aug_193_BG-75-img-1.jpg,shrimp,BG,.jpg,9.0625,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_194_BG-40-img-2.jpg,Augmented_shrimp\BG\aug_194_BG-40-img-2.jpg,shrimp,BG,.jpg,10.6630859375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_195_BG-58-img-1.jpg,Augmented_shrimp\BG\aug_195_BG-58-img-1.jpg,shrimp,BG,.jpg,10.455078125,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_196_BG-43-img-2.jpg,Augmented_shrimp\BG\aug_196_BG-43-img-2.jpg,shrimp,BG,.jpg,9.873046875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_197_BG-7-img-3.jpg,Augmented_shrimp\BG\aug_197_BG-7-img-3.jpg,shrimp,BG,.jpg,6.0498046875,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_198_BG-39-img-3.jpg,Augmented_shrimp\BG\aug_198_BG-39-img-3.jpg,shrimp,BG,.jpg,11.005859375,256,256,1.0,RGB
C:\Users\Asus\PycharmProjects\499_v1\datasets\shrimp\Augmented_shrimp\BG\aug_199_BG-42-img-1.jpg,Augmented_shrimp\BG\aug_199_BG-42-img-1.jpg,shrimp,BG,.jpg,11.2548828125,256,256,1.0,RGB
